source_path,source_type,target_path,target_type,relation_type,confidence,current_context,recommendation,reason,risk,suggested_action,responsible_agent,requires_manual_review,status_onda1,reason_onda1,applied_at,backup_path
13 - Base de Conhecimento/01 - Playbooks/Gestão de Limite de Envios de E-mail (cPanel).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Resolução de Conflitos de DNS de E-mail.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Gestão de Limite de Envios de E-mail (cPanel).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Como Acessar o Painel de Controle (cPanel).md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Guia Interno Staycloud - Apontamentos DNS.md,processo,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,NAVEGAÇÃO,0.75,Conexões internas,manter,playbook/processo aponta para índice temático previsto pelo fluxo antigo,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Guia Interno Staycloud - Apontamentos DNS.md,processo,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,NAVEGAÇÃO,0.75,Conexões internas,manter,playbook/processo aponta para índice temático previsto pelo fluxo antigo,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Guia Interno Staycloud - Apontamentos DNS.md,processo,13 - Base de Conhecimento/01 - Playbooks/Como Renovar o Domínio.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Guia Interno Staycloud - Apontamentos DNS.md,processo,13 - Base de Conhecimento/01 - Playbooks/Resolução de Conflitos de DNS de E-mail.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Guia Interno Staycloud - Apontamentos DNS.md,processo,13 - Base de Conhecimento/01 - Playbooks/Otimização de Cache na Cloudflare.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Guia Interno Staycloud - Apontamentos DNS.md,processo,13 - Base de Conhecimento/01 - Playbooks/Conferência de Certificado SSL.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Guia Interno Staycloud - Apontamentos DNS.md,processo,13 - Base de Conhecimento/01 - Playbooks/Resolução de Verificação de Acesso via Cloudflare.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Guia Interno Staycloud - Apontamentos DNS.md,processo,13 - Base de Conhecimento/01 - Playbooks/Domínio com Erro 403.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Guia Interno Staycloud - Apontamentos DNS.md,processo,13 - Base de Conhecimento/01 - Playbooks/Domínio com Erro 503.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Higienização de Storage e Remoção de Backups Obsoletos.md,tutorial,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Higienização de Storage e Remoção de Backups Obsoletos.md,tutorial,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Higienização de Storage e Remoção de Backups Obsoletos.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Política de Retenção e Gestão de Backups (JetBackup).md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Higienização de Storage e Remoção de Backups Obsoletos.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Restauração do Core do WordPress (Automatico).md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Limitação das Caixas de E-mails.md,tutorial,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Limitação das Caixas de E-mails.md,tutorial,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Limitação das Caixas de E-mails.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Gestão de Limite de Envios de E-mail (cPanel).md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Limitação das Caixas de E-mails.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Procedimento de Acesso a Contas de E-mail via cPanel.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Localização e Edição do Arquivo Hosts (Windows vs Server).md,tutorial,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Localização e Edição do Arquivo Hosts (Windows vs Server).md,tutorial,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Localização e Edição do Arquivo Hosts (Windows vs Server).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Apontamento Local via Arquivo hosts no Linux.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Localização e Edição do Arquivo Hosts (Windows vs Server).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Configuração de Novo Domínio.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Migração de E-mails.md,processo,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,NAVEGAÇÃO,0.75,Conexões internas,manter,playbook/processo aponta para índice temático previsto pelo fluxo antigo,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Migração de E-mails.md,processo,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,NAVEGAÇÃO,0.75,Conexões internas,manter,playbook/processo aponta para índice temático previsto pelo fluxo antigo,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Migração de E-mails.md,processo,13 - Base de Conhecimento/01 - Playbooks/Procedimento de Acesso a Contas de E-mail via cPanel.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Migração de E-mails.md,processo,13 - Base de Conhecimento/01 - Playbooks/Resolução de Conflitos de DNS de E-mail.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Migração de E-mails.md,processo,13 - Base de Conhecimento/01 - Playbooks/Rastreamento de E-mails via CLI (Exim Mainlog).md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Migração de E-mails.md,processo,13 - Base de Conhecimento/01 - Playbooks/Gestão de Limite de Envios de E-mail (cPanel).md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Migração de E-mails.md,processo,13 - Base de Conhecimento/01 - Playbooks/Limitação das Caixas de E-mails.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Otimização de Cache na Cloudflare.md,tutorial,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Otimização de Cache na Cloudflare.md,tutorial,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Otimização de Cache na Cloudflare.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Guia Interno Staycloud - Apontamentos DNS.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Otimização de Cache na Cloudflare.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Checklist Inicial - StayCloud.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Política de Retenção e Gestão de Backups (JetBackup).md,tutorial,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Política de Retenção e Gestão de Backups (JetBackup).md,tutorial,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Política de Retenção e Gestão de Backups (JetBackup).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Restauração do Core do WordPress (Automatico).md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Política de Retenção e Gestão de Backups (JetBackup).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Restauração de Contas de E-mails via JetBackup 5.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Procedimento de Acesso a Contas de E-mail via cPanel.md,processo,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,NAVEGAÇÃO,0.75,Conexões internas,manter,playbook/processo aponta para índice temático previsto pelo fluxo antigo,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Procedimento de Acesso a Contas de E-mail via cPanel.md,processo,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,NAVEGAÇÃO,0.75,Conexões internas,manter,playbook/processo aponta para índice temático previsto pelo fluxo antigo,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Procedimento de Acesso a Contas de E-mail via cPanel.md,processo,13 - Base de Conhecimento/01 - Playbooks/Gestão de Limite de Envios de E-mail (cPanel).md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Procedimento de Acesso a Contas de E-mail via cPanel.md,processo,13 - Base de Conhecimento/01 - Playbooks/Resolução de Conflitos de DNS de E-mail.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Procedimento de Acesso a Contas de E-mail via cPanel.md,processo,13 - Base de Conhecimento/01 - Playbooks/Como Acessar o Painel de Controle (cPanel).md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Procedimento de Acesso a Contas de E-mail via cPanel.md,processo,13 - Base de Conhecimento/01 - Playbooks/Migração de E-mails.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Procedimento de Acesso a Contas de E-mail via cPanel.md,processo,13 - Base de Conhecimento/01 - Playbooks/Limitação das Caixas de E-mails.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Rastreamento de E-mails via CLI (Exim Mainlog).md,tutorial,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Rastreamento de E-mails via CLI (Exim Mainlog).md,tutorial,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Rastreamento de E-mails via CLI (Exim Mainlog).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Diagnóstico de Autenticação de E-mail via CLI (/var/log/maillog).md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Rastreamento de E-mails via CLI (Exim Mainlog).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Migração de E-mails.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Resolução de Conflitos de DNS de E-mail.md,processo,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,NAVEGAÇÃO,0.75,Conexões internas,manter,playbook/processo aponta para índice temático previsto pelo fluxo antigo,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Resolução de Conflitos de DNS de E-mail.md,processo,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,NAVEGAÇÃO,0.75,Conexões internas,manter,playbook/processo aponta para índice temático previsto pelo fluxo antigo,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Resolução de Conflitos de DNS de E-mail.md,processo,13 - Base de Conhecimento/01 - Playbooks/Guia Interno Staycloud - Apontamentos DNS.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Resolução de Conflitos de DNS de E-mail.md,processo,13 - Base de Conhecimento/01 - Playbooks/Como Renovar o Domínio.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Resolução de Conflitos de DNS de E-mail.md,processo,13 - Base de Conhecimento/01 - Playbooks/Otimização de Cache na Cloudflare.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Resolução de Conflitos de DNS de E-mail.md,processo,13 - Base de Conhecimento/01 - Playbooks/Procedimento de Acesso a Contas de E-mail via cPanel.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Resolução de Conflitos de DNS de E-mail.md,processo,13 - Base de Conhecimento/01 - Playbooks/Migração de E-mails.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
